1116,8655
1138,5045
1141,2930
1144,9070
1146,2715
1148,5545
1150,8780
1153,6815
1156,3140
1160,9980
1163,4650
1165,8210
1167,2205
1186,1015
1193,1800
1199,9690
1202,9540
1204,3785
1205,8835
1206,5060
1207,6330
1208,8455
1219,4130
1234,1510
1250,5990
1253,5770
1256,3830
1257,8525
1262,2080
1263,1310
1264,6690
1272,1480
1276,1925
1281,8170
1290,8610
1296,7765
1299,6040
1303,9260
1307,1160
1309,5290
1314,6885
1316,8485
1326,6735
1334,1950
1340,50
1342,1090
1343,3700
1347,8275
1349,3360
1358,2665
1369,6250
1370,695
1376,8245
1377,6115
1378,5040
1379,5370
1395,7675
1399,650
1405,5375
1411,3265
1412,1475
1417,5075
1418,7680
1420,6195
1425,7160
1426,6365
1433,3255
1434,2695
1441,5360
1442,6985
1448,2045
1457,4015
1464,5225
1470,9995
1475,6520
1476,9040
1483,2845
1484,8460
1488,7025
1492,6200
1496,7690
1497,2910
1501,3845
1502,1010
1506,4830
1509,4640
1512,4270
1517,2230
1518,9735
1520,3945
1524,3860
1528,1795
1531,8645
1532,3185
1535,340
1549,465
1550,6215
1559,2710
1560,3425
1563,5585
1564,740
1569,3555
1578,3130
1588,9580
1598,5475
1605,4410
1606,3975
1607,2210
1611,1640
1616,8555
1629,4140
1635,9925
1642,2395
1645,2830
1663,1715
1666,1110
1680,3160
1684,110
1688,7670
1711,1115
1714,5430
1719,7545
1725,2375
1726,4665
1730,8175
1739,9355
1746,2365
1747,1245
1751,5680
1756,9305
1760,8010
1762,1390
1763,3640
1767,3690
1772,1280
1786,3965
1788,1845
1801,6705
1814,7645
1815,9120
1817,1745
1818,3905
1819,8640
1829,20
1830,8235
1831,495
1832,1415
1841,9410
1846,5870
1851,5180
1852,240
1853,6865
1868,5535
1872,1615
1876,8140
1888,4280
1890,5090
1908,6220
1912,8335
1914,9310
1922,4175
1924,7900
1931,3890
1933,3530
1936,6150
1938,4570
1941,930
1942,3545
1952,9510
1958,6430
1963,8725
1966,4840
1968,6900
2002,9650
2004,7460
2006,2235
2010,4045
2014,2965
2019,4200
2022,3805
2024,5205
2031,9485
2036,945
2046,8125
2051,3840
2052,920
2060,9425
2064,3430
2071,5600
2078,8560
2080,1545
2087,4680
2093,6850
2110,7735
2113,8990
2118,8905
2120,9590
2121,4240
2126,9100
2133,1035
2141,1885
2144,8920
2153,4660
2158,9595
2180,4845
2181,8285
2186,140
2206,7960
2213,9895
2214,8295
2222,6295
2224,8070
2225,415
2229,4355
2230,6795
2231,1810
2235,4075
2244,1275
2255,5630
2257,4900
2259,7260
2278,5660
2285,6540
2293,5150
2294,6255
2301,3150
2304,6745
2309,7750
2312,7835
2318,9900
2320,6050
2323,6165
2335,7590
2337,7225
2338,9110
2341,6410
2347,8975
2348,6830
2350,3450
2355,215
2356,6415
2357,8105
2376,6110
2379,7400
2384,4920
2390,8700
2394,7870
2395,2550
2408,5010
2411,5715
2430,5400
2433,3345
2447,145
2454,1680
2459,965
2468,1165
2480,6650
2483,4415
2490,6640
2492,6500
2497,4160
2500,7100
2502,1630
2503,9500
2505,4820
2525,3990
2527,6010
2529,265
2535,3435
2536,8670
2541,2300
2542,3445
2544,5215
2549,250
2551,2030
2560,8240
2563,2250
2580,9685
2581,4070
2582,1170
2594,3655
2614,3900
2623,910
2624,765
2636,5550
2639,9170
2640,3210
2646,7140
2650,5295
2657,4080
2661,475
2663,6085
2671,6550
2677,4420
2679,6880
2680,7180
2681,1355
2684,2420
2685,1145
2689,915
2692,1970
2696,8130
2703,735
2706,3020
2722,5185
2728,8830
2729,6825
2732,7505
2741,3465
2742,5110
2746,4715
2751,1765
2754,8775
2756,6395
2762,2970
2763,85
2775,9990
2779,1875
2785,5810
2786,4095
2789,1040
2792,620
2793,1500
2798,8810
2799,6475
2802,4530
2810,5620
2811,5275
2813,9965
2825,1725
2829,2015
2839,8845
2854,5405
2867,4165
2869,7740
2870,9825
2880,3520
2884,4360
2890,3070
2892,7280
2894,3980
2902,6915
2907,8480
2908,1945
2917,1085
2918,9645
2925,1180
2929,7235
2936,3085
2938,5220
2941,6800
2942,2255
2944,500
2947,9555
2949,2155
2953,1005
2955,6045
2958,2175
2961,130
2962,2390
2967,9655
2973,6310
2977,3815
2980,4040
2983,7845
2985,1420
2987,4440
2990,7270
2991,6170
2992,3000
3010,700
3011,3695
3012,7955
3016,7380
3018,305
3023,8650
3025,3180
3045,6180
3046,8510
3047,9765
3049,2725
3059,455
3063,555
3065,4155
3067,2185
3068,5945
3088,2310
3094,1815
3105,1205
3106,2125
3111,4595
3116,2540
3118,4135
3120,8280
3123,7075
3125,7185
3130,7945
3138,5820
3140,7780
3141,4265
3144,1175
3145,970
3146,8785
3149,1130
3151,6730
3152,3970
3155,575
3159,9335
3171,5495
3181,5955
3188,35
3197,6715
3198,2855
3206,2190
3210,4865
3214,4795
3228,3455
3229,5745
3234,8855
3235,5340
3237,730
3239,2350
3241,5845
3242,5690
3243,8435
3247,2650
3255,7725
3261,1850
3262,245
3266,5900
3273,8765
3280,6360
3281,1710
3284,4805
3293,8750
3302,5935
3304,5155
3311,4615
3315,8380
3316,3055
3318,3235
3321,9930
3322,2675
3327,6845
3341,2635
3343,405
3346,7880
3347,5320
3348,1265
3353,6525
3354,6630
3361,3925
3362,770
3363,3610
3370,580
3372,2610
3373,4235
3379,1485
3384,1140
3385,1360
3399,7575
3401,6965
3404,6380
3433,5915
3440,860
3442,2795
3452,5980
3467,3010
3475,2370
3479,9490
3485,5785
3494,2525
3497,4540
3500,8220
3502,7210
3504,1960
3505,1730
3510,8970
3514,3305
3527,7815
3531,9705
3533,5380
3541,3365
3543,4690
3545,4520
3561,1305
3564,2520
3575,9740
3582,2850
3588,1470
3589,8635
3596,1120
3608,9910
3610,530
3616,2480
3617,2105
3628,5615
3634,935
3646,7115
3649,3930
3653,5590
3656,4590
3657,3105
3665,5125
3670,6725
3674,1095
3687,4205
3692,4720
3705,8535
3706,8020
3708,3490
3713,3045
3714,40
3723,5335
3725,3075
3730,5330
3732,4600
3734,2085
3738,6260
3739,8185
3741,690
3747,8715
3753,6005
3758,6225
3763,925
3770,7865
3773,5080
3785,5970
3789,8300
3794,8430
3799,8500
3802,5250
3803,1865
3806,3550
3810,600
3818,1030
3821,1315
3823,6060
3843,750
3853,5950
3859,425
3865,6700
3868,1185
3873,7095
3879,7035
3886,1365
3887,2875
3889,6545
3899,5390
3901,3625
3904,2355
3910,2285
3917,390
3922,5510
3925,1625
3934,8915
3938,7920
3942,6905
3948,7130
3961,4870
3963,2825
3969,3940
3971,7665
3972,4275
3980,0
3984,5890
3988,9970
3990,4245
3995,1445
4009,2435
4014,8115
4016,3310
4018,7290
4031,7170
4034,8815
4037,9575
4039,5705
4041,6775
4042,5530
4050,3165
4054,2570
4069,9010
4083,825
4104,7050
4107,3195
4108,7360
4110,5470
4113,7950
4118,4215
4122,5755
4123,2135
4124,2360
4131,6805
4143,6455
4150,5490
4163,2095
4168,6695
4174,9665
4175,1910
4186,1330
4191,6345
4192,9130
4198,2260
4199,9935
4204,30
4209,2680
4216,5610
4217,330
4218,7910
4223,865
4237,4780
4238,9615
4240,5105
4243,9955
4244,6400
4246,5570
4247,8325
4248,2500
4250,8450
4251,1610
4260,9060
4261,9885
4265,7855
4274,235
4293,7635
4298,3730
4299,5085
4300,6390
4302,2215
4313,8350
4326,3155
4328,745
4331,5835
4336,3995
4344,7325
4348,7850
4350,1775
4357,275
4360,6160
4364,1100
4367,4030
4370,7890
4373,5240
4386,2225
4395,2485
4400,3585
4408,6315
4433,1660
4435,5865
4442,7015
4449,4910
4462,5450
4466,7860
4474,4020
4478,3775
4481,1250
4483,7805
4486,8935
4489,7070
4501,9480
4502,6770
4504,7330
4507,7455
4510,1780
4514,1965
4518,9790
4519,605
4521,8545
4522,7510
4541,635
4545,6980
4552,6660
4553,8030
4558,9005
4562,2000
4588,7175
4589,7405
4590,2600
4602,4430
4607,3300
4615,6210
4617,9550
4618,1465
4620,8445
4626,1735
4627,9150
4635,4705
4655,9860
4657,8575
4660,8740
4661,320
4663,3565
4669,7885
4673,1410
4677,9265
4681,2775
4683,6185
4684,4315
4685,2510
4686,1820
4696,9375
4711,350
4713,4125
4715,105
4719,8090
4720,9960
4731,3065
4750,4550
4752,9985
4755,6785
4756,3025
4760,3705
4762,775
4764,9700
4765,7090
4771,7755
4776,7465
4778,8995
4790,7085
4791,2575
4794,2580
4799,2960
4800,4035
4803,6030
4804,8950
4807,440
4808,8615
4813,3050
4816,795
4818,4835
4822,9215
4823,5650
4829,6145
4836,8660
4837,5895
4840,3575
4848,8540
4865,8880
4871,7570
4900,6840
4903,1055
4909,5555
4914,1955
4916,230
4925,1705
4929,2760
4933,6790
4936,5775
4944,5025
4951,3260
4954,7940
4957,7625
4962,4370
4967,335
4970,9470
4980,6855
4990,2460
4994,7395
4999,3125
5013,5120
5015,6000
5020,9745
5024,5960
5027,45
5029,1440
5032,9045
5037,9695
5044,8470
5050,3525
5052,8745
5055,7525
5057,3740
5061,4965
5064,3205
5067,2700
5072,6270
5074,9280
5077,9630
5095,3615
5100,6740
5104,685
5110,4725
5114,8505
5122,4025
5128,7320
5131,6135
5132,3395
5133,7415
5135,5605
5142,1670
5144,490
5145,4350
5148,6480
5152,8680
5160,1425
5161,1335
5165,7120
5167,7530
5169,290
5174,9875
5175,585
5178,7145
5193,7030
5195,3795
5197,3035
5205,7285
5206,9880
5208,8930
5211,1530
5216,4445
5219,5200
5221,7915
5225,5070
5226,3800
5227,8475
5228,5325
5230,6130
5234,9810
5239,5975
5255,4340
5256,7710
5260,7385
5264,3825
5273,1685
5275,9565
5284,3920
5291,1270
5292,5840
5293,5525
5295,5015
5299,5790
5300,4785
5306,3540
5316,3505
5326,5020
5328,5050
5332,6290
5343,6565
5352,6755
5385,7240
5389,4220
5406,2110
5410,3950
5424,8705
5429,1585
5430,7490
5434,8695
5435,3755
5439,8760
5441,7475
5442,7595
5443,900
5455,5165
5458,210
5459,3895
5465,65
5472,2900
5479,8515
5481,2625
5483,6870
5486,9420
5495,2560
5499,2180
5500,1525
5502,3325
5505,6275
5507,1050
5512,9460
5521,7105
5523,6445
5526,9455
5528,175
5529,8870
5530,6190
5531,8850
5542,4495
5549,880
5556,6930
5559,1535
5561,2685
5562,5675
5568,7350
5575,1460
5576,3030
5580,755
5581,9715
5592,4185
5596,5145
5604,1285
5614,6955
5616,7820
5617,8365
5623,4505
5628,1190
5632,2065
5637,9385
5640,7410
5642,1990
5644,5815
5648,895
5651,640
5652,5850
5659,2385
5675,1645
5677,3460
5680,7965
5683,9515
5685,7995
5693,6605
5695,3885
5700,5030
5702,7700
5706,5710
5710,1370
5711,3350
5740,8405
5741,975
5742,720
5744,7540
5747,790
5759,3190
5766,1515
5774,5830
5782,9730
5784,8375
5789,7615
5790,7970
5793,7655
5795,850
5803,9295
5814,2950
5818,6535
5822,7080
5824,6020
5825,190
5837,3250
5848,4950
5861,9285
5863,8520
5869,1200
5872,200
5880,3760
5882,7355
5886,4085
5893,2740
5898,165
5911,2745
5916,4180
5921,8055
5922,2810
5925,3420
5927,7565
5931,4145
5932,1805
5949,3375
5956,7610
5960,5500
5966,8985
5976,2985
5978,5695
5981,7630
5983,5435
5991,6765
5993,2885
5999,6495
6009,205
6020,6465
6031,1690
6033,2400
6040,4995
6041,2115
6042,7480
6050,505
6055,4605
6060,8665
6065,715
6067,2320
6068,9780
6072,2605
6085,6925
6088,6670
6100,2870
6110,1785
6123,5315
6127,8585
6130,95
6132,9320
6137,5905
6155,9660
6161,4915
6172,2945
6177,3650
6180,2920
6182,9095
6188,9770
6193,6625
6198,4740
6199,3680
6206,6320
6211,9905
6217,4625
6219,2925
6222,8600
6227,4475
6234,890
6255,7230
6272,5285
6278,4485
6283,7695
6298,2040
6299,960
6304,5750
6309,525
6314,8440
6318,565
6321,9840
6322,75
6331,2660
6333,5910
6345,9140
6346,460
6347,1105
6355,5255
6357,2890
6358,8795
6381,9835
6401,3780
6405,8120
6407,4685
6410,8730
6417,9600
6422,540
6424,8710
6431,255
6439,285
6440,5140
6441,1195
6451,4335
6452,810
6458,4760
6462,6405
6469,7745
6470,8770
6471,570
6472,8425
6474,185
6484,9520
6491,4990
6494,1860
6497,1320
6500,375
6514,325
6515,8570
6517,115
6524,885
6532,7275
6534,8590
6537,5940
6542,220
6547,7600
6548,8230
6549,3015
6559,7125
6561,3580
6563,7370
6566,2145
6568,9475
6572,4055
6577,4620
6580,8820
6594,3330
6611,7990
6614,9175
6616,6935
6620,4610
6621,4700
6624,9250
6632,590
6636,815
6647,8260
6659,6750
6663,2220
6666,7470
6670,6810
6673,4345
6676,4295
6677,9180
6678,4630
6679,8150
6683,6575
6695,9620
6696,1070
6705,2240
6706,4320
6708,1325
6714,1220
6717,7640
6723,9345
6726,9240
6736,655
6744,9605
6751,5195
6752,6920
6754,4935
6758,3715
6759,8100
6760,2790
6764,3535
6765,6950
6781,6325
6782,5035
6786,2770
6787,6025
6788,9415
6790,5000
6794,120
6799,1580
6803,950
6804,2340
6811,3290
6812,5985
6817,675
6828,8040
6831,1060
6832,4385
6836,5260
6842,6820
6845,7715
6846,2490
6847,3660
6859,3955
6861,1620
6866,1080
6871,6890
6873,1000
6879,9815
6883,10
6884,6595
6890,9795
6893,610
6905,8625
6914,9750
6922,5685
6927,6420
6928,3110
6930,660
6937,820
6938,9950
6943,8340
6946,2445
6951,4710
6954,6485
6955,4750
6962,3745
6970,3390
6978,7840
6985,7245
6993,2915
6995,6580
7001,8735
7006,9020
7011,2840
7013,355
7017,3835
7024,8790
7025,2265
7026,8895
7027,2590
7029,9360
7031,7985
7040,7775
7047,5575
7048,9115
7051,9370
7064,1760
7066,4230
7067,8110
7070,6490
7083,990
7101,6510
7103,2935
7107,1975
7110,2990
7111,8605
7113,3340
7133,9830
7134,5135
7136,7795
7144,1600
7145,3215
7148,9300
7151,300
7159,7580
7161,5655
7171,2005
7172,6685
7179,1290
7188,2800
7189,8135
7205,7190
7209,3485
7210,6340
7211,2880
7218,1455
7220,7150
7229,7375
7234,3600
7239,4755
7245,2120
7247,9710
7254,5885
7268,9450
7274,4100
7276,6940
7280,3245
7282,9195
7288,6960
7293,9205
7295,6035
7296,9920
7299,4260
7305,2530
7311,395
7318,8720
7319,7010
7320,6140
7328,9545
7335,8955
7336,1430
7342,5055
7347,9845
7357,4290
7368,1560
7381,2380
7387,1400
7394,8345
7396,7620
7400,8400
7407,1880
7410,8015
7412,1405
7415,4745
7418,4300
7423,4860
7433,8025
7435,995
7440,7685
7451,9080
7452,1635
7457,2325
7459,8315
7461,905
7471,5440
7472,4190
7474,9350
7492,6910
7495,1235
7497,7975
7503,2515
7507,8045
7520,8330
7521,2295
7522,8805
7523,6470
7531,2050
7533,7720
7537,4455
7541,1240
7548,3315
7552,3820
7555,2785
7557,1340
7560,8165
7567,4670
7568,9940
7575,760
7580,1555
7587,2425
7590,6675
7601,4365
7631,9800
7636,3080
7637,6175
7641,7315
7643,8550
7650,1595
7654,5635
7660,1825
7669,8415
7678,9340
7685,5310
7688,9530
7691,1695
7695,2655
7696,180
7697,2330
7698,4885
7708,2290
7722,8085
7734,6970
7747,3685
7748,5740
7754,5420
7755,9720
7758,9105
7765,5425
7768,550
7770,400
7772,1025
7773,1605
7777,6245
7779,3725
7787,4875
7788,7155
7799,3405
7802,9975
7806,7730
7809,3040
7814,2270
7827,9270
7833,9820
7835,5965
7841,1790
7842,7255
7845,3175
7852,6065
7867,3765
7870,1870
7871,7165
7872,3560
7879,3875
7881,2705
7889,7425
7899,4065
7900,6555
7903,5760
7905,4655
7919,8910
7921,3865
7924,1380
7926,7135
7928,2895
7932,6095
7936,450
7938,6620
7941,7200
7946,9315
7947,955
7950,1155
7956,3620
7957,9610
7962,7770
7963,985
7964,5415
7966,4850
7988,6515
7989,1740
7990,2025
7993,6975
7997,9235
7998,8890
8002,5875
8007,5520
8008,710
8011,7000
8012,4375
8013,4895
8014,3810
8021,5265
8031,1755
8033,1375
8037,6860
8038,2630
8043,1230
8044,9670
8049,9505
8050,5385
8055,4405
8058,2100
8061,4940
8063,1260
8065,5160
8069,1770
8077,5005
8081,1295
8087,7535
8091,7895
8099,6615
8104,3470
8109,9805
8120,9570
8122,8395
8124,1835
8127,7660
8145,4255
8147,6300
8155,2755
8158,430
8164,5780
8165,2090
8166,9210
8167,3370
8169,8420
8181,9525
8184,9030
8190,8255
8203,3170
8206,4545
8211,7790
8216,3985
8219,9395
8222,1300
8229,1045
8241,9330
8242,4800
8246,6760
8258,8390
8265,3935
8274,645
8279,9560
8283,9390
8284,4770
8289,6375
8293,5130
8298,1255
8301,310
8305,5270
8306,385
8307,5235
8309,7445
8320,2140
8324,4010
8325,1840
8326,615
8327,8530
8328,60
8338,2455
8340,2335
8344,1125
8355,5410
8361,7520
8362,4330
8363,5190
8369,510
8370,5665
8375,2345
8379,2505
8386,3670
8389,2495
8395,5855
8398,8900
8402,195
8405,6370
8409,4000
8410,2160
8413,5565
8418,9155
8421,4435
8424,5995
8426,9090
8429,4400
8431,5480
8453,8205
8464,9185
8468,9000
8470,7345
8472,3400
8474,7875
8492,6235
8493,800
8504,1395
8513,3230
8518,9675
8519,8290
8524,835
8525,5720
8534,7300
8544,5100
8548,9535
8550,8270
8556,680
8557,8360
8558,2835
8572,9050
8577,8145
8594,2275
8598,6155
8599,9275
8605,360
8606,7825
8607,155
8612,1995
8620,6560
8621,3645
8625,3665
8629,4645
8633,8385
8638,7605
8643,9850
8646,5175
8649,7810
8657,8225
8660,9075
8662,3090
8667,7905
8672,4890
8682,4735
8687,5355
8689,6530
8705,4985
8707,8410
8710,8005
8711,2305
8712,4535
8715,8690
8720,7340
8725,4775
8730,2585
8736,2565
8737,9200
8742,4905
8743,6125
8751,9380
8764,2730
8766,4810
8767,840
8769,5700
8770,9625
8777,4090
8790,3060
8792,3720
8796,7760
8798,3355
8799,4825
8818,6425
8820,8755
8824,4695
8842,7650
8848,4310
8851,6075
8855,5725
8859,2545
8861,9125
8865,6460
8867,3710
8870,6080
8875,9015
8881,1915
8899,8965
8907,1540
8909,2535
8916,6645
8920,2060
8931,480
8932,5505
8934,2940
8935,3285
8939,8065
8943,7045
8945,2020
8950,560
8951,8000
8953,3120
8957,1590
8958,1830
8959,380
8960,150
8961,1930
8968,2430
8976,5735
8977,2640
8982,3415
8986,2905
8989,6635
8991,2980
8994,7980
8996,3115
9000,5210
9004,445
9005,2450
9012,3270
9013,2170
9017,8465
9018,9775
9026,315
9029,4480
9043,5395
9045,6205
9050,8595
9056,7020
9071,6665
9098,8495
9118,8265
9127,3855
9128,3005
9132,8490
9133,6585
9134,6280
9141,2595
9150,2765
9153,1495
9155,4210
9158,9915
9166,2750
9170,6015
9173,4955
9177,1575
9178,8885
9203,9220
9208,6385
9216,4115
9221,3200
9236,8035
9240,4525
9243,8620
9249,625
9253,940
9254,5930
9260,8060
9265,3515
9269,6240
9270,4250
9281,2245
9283,9725
9285,4050
9294,3100
9295,7705
9304,6055
9309,7305
9324,5825
9357,80
9362,1020
9366,1210
9368,5445
9374,1505
9376,3605
9382,3095
9384,7060
9392,370
9408,7485
9409,2735
9411,7005
9417,2805
9420,7310
9430,3440
9436,5540
9438,9855
9439,2035
9446,435
9452,980
9455,1490
9457,9440
9458,7215
9467,5350
9470,9865
9475,9165
9479,9245
9501,6590
9512,2555
9516,4765
9518,3220
9524,7390
9528,9635
9532,9760
9540,1520
9542,830
9545,5300
9548,725
9552,705
9554,3510
9556,8865
9560,8080
9565,8630
9567,7560
9573,4515
9583,1225
9585,8355
9587,365
9595,8945
9598,2410
9602,4425
9606,9190
9608,3870
9610,15
9613,8050
9619,8825
9623,1650
9628,2645
9631,4490
9632,3595
9633,4110
9634,8075
9640,8320
9643,4855
9646,1570
9670,6070
9677,2820
9678,5645
9680,6230
9681,2975
9683,4975
9687,7830
9690,9365
9693,7585
9694,260
9700,5305
9704,3135
9716,3410
9721,6285
9728,5465
9733,870
9738,4060
9740,5230
9755,7800
9756,2955
9757,5880
9762,4170
9764,1675
9768,4470
9772,4635
9773,3635
9774,4815
9775,8215
9782,1895
9783,6100
9786,1940
9789,7930
9793,1980
9796,9495
9800,2620
9806,2070
9809,3570
9810,3790
9813,6090
9814,5515
9816,8685
9833,9145
9842,7295
9847,7205
9852,9025
9858,7110
9859,5485
9862,8250
9868,665
9875,4675
9878,3500
9879,9290
9882,1150
9887,410
9913,4460
9921,4450
9927,2615
9928,4580
9935,2465
9940,4120
9949,9640
9958,5170
9967,225
9970,520
9971,8565
9973,7335
9974,8305
9978,5795
9987,9945
9990,1900
9997,2415
9998,125
